R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0088:104-126,406.038923294774,484.609824606604,369.618294122842,242.270531512074,499.366721255938,444.428674925444,303.080572052849,299.370269534232,362.317120909352
crRNA0089:105-127,467.807708046552,329.286162873718,494.6771154426,543.020156837407,385.033599890942,520.463460274135,539.212002816412,438.202101478354,396.133385527558
crRNA0090:106-128,485.520815438606,436.977235008519,467.997900227718,726.811594536221,575.028345688655,611.491020198623,332.936270195368,416.495495832368,335.478815656808
crRNA0091:107-129,462.357521156689,472.183931667973,399.07659425594,1562.22722043992,1324.91911228848,1265.81853918524,196.323833240204,294.848060024651,205.044652129441
crRNA0092:108-130,539.114319855589,637.862504183051,519.133062722909,609.853406909703,450.607007732631,534.385322380233,387.219357727222,330.573515150338,504.023372642788
crRNA0093:110-132,329.736306836696,285.79553758851,264.013067230601,108.604031367481,299.283758867195,338.943796660007,221.655940755069,293.491397171777,315.081703664874
crRNA0094:111-133,251.162779174508,188.459376235901,225.105878375565,66.8332500722962,277.425956253299,213.111581470273,147.469054461536,163.703984246816,238.860916747647
crRNA0095:112-134,509.592474202166,530.17143204825,476.890971966012,334.166250361481,791.92500239578,588.466402100076,300.366417676256,345.044585580995,435.317311196274
crRNA0096:113-135,390.142544866008,277.511608962756,295.13881831463,350.874562879555,242.117198184697,413.372213304148,105.852020687114,175.913949922683,168.007790880929
crRNA0097:114-136,281.592989309575,333.428127186595,279.020125788972,225.562218994,336.273886367635,213.647037705123,160.135108218968,303.440258092854,317.228768085077
crRNA0098:115-137,266.604975362452,254.730805241933,287.913197527266,517.957688060296,479.190288073879,521.534372743834,190.895524487018,201.238323176334,168.007790880929
crRNA0099:116-138,309.29810599971,287.866519744948,286.801563559979,1002.49875108444,275.74458682146,670.926662266966,208.085168872105,210.734963146453,161.029831515268
crRNA0100:117-139,380.150535567926,374.847770315364,346.27398080982,1737.6645018797,1356.86513149341,1036.64327066947,118.518074444547,123.908540562507,146.537146678894
crRNA0101:118-140,302.03119014656,401.770538349065,283.466661658119,693.394969500073,630.513536939315,630.767444653221,164.658698846622,90.8964111425689,178.743112981947
crRNA0102:119-141,223.457662484372,176.033483297271,330.711105267806,192.145593957852,97.5194270466141,233.994374629421,98.6142756828673,301.631374289022,271.603649155751
crRNA0103:120-142,366.979250584091,234.020983677548,304.587707036567,208.853906475926,354.768950117855,287.539998114414,170.991725725339,235.154894498188,369.295080275014
crRNA0104:121-143,280.230442587109,190.53035839234,255.675812475951,392.64534417474,40.3528663641162,256.483536493118,150.183208838128,206.664974587831,238.860916747647
crRNA0105:123-145,390.59672710683,335.499109343033,292.915550380057,150.374812662666,248.84267591205,292.359104228063,200.847423867858,310.223572357225,254.427133794123
crRNA0106:124-146,231.632942819166,263.014733867687,297.362086249203,442.770281728962,311.053344890062,423.545881766297,142.945463833881,246.912639223098,206.118184339543
crRNA0107:125-147,273.871891215603,314.789287778648,328.487837333232,442.770281728962,548.126434779245,438.538656342095,265.987128906082,261.835930604713,222.75793359612
crRNA0108:126-148,351.537054396147,494.964735388796,372.953196024702,609.853406909703,67.2547772735269,401.0567199026,416.170337744211,389.814459725843,329.037622396197
crRNA0109:128-150,485.066633197784,550.881253612635,443.54195294741,451.124437987999,388.396338754618,328.234671963009,557.30636532703,454.029834761886,564.141176408488
crRNA0110:132-154,405.584741053952,385.202681097557,435.20469819276,551.374313096444,593.523409438875,456.744168326993,690.299929780071,465.335358535838,517.44252526906
crRNA0111:133-155,498.237918181619,1124.54331094609,563.598421414378,626.561719427777,353.087580686016,513.502529221086,728.298091052369,539.951815443917,582.391223980218
crRNA0112:134-156,476.89135286299,646.146432808805,543.589010003217,1336.66500144592,835.640607623572,541.346253433282,966.238958066993,585.173910539722,532.471976210485
crRNA0113:135-157,490.971002328468,468.041967355096,544.14482698686,158.728968921704,640.601753530344,512.967072986236,794.342514216124,435.940996723564,515.832226953907
crRNA0114:137-159,644.484599726269,994.071435090469,589.721819645617,2715.10078418703,3031.50908560423,1222.4465841624,744.583017311925,431.418787213984,401.501046578067
crRNA0115:138-160,630.859132501612,693.77902240689,496.900383377174,9281.46760379014,7293.780595314,2428.29402504444,417.075055869742,201.238323176334,125.603268581909
crRNA0116:139-161,638.580230595584,989.929470777592,632.519727386156,8571.36432177199,8240.39158543889,2593.21454537822,506.6421502973,252.339290634594,158.882767095064
crRNA0117:140-162,508.684109720522,1176.31786485705,531.916853346706,4811.99400520533,3403.09173004046,2120.94214624058,346.507042078332,179.531717530347,128.823865212214
crRNA0118:141-163,540.476866578055,851.173666296214,614.177766925925,1228.06097007844,1040.76767830783,737.858691623207,717.441473545998,464.88313758488,501.876308222584
crRNA0119:142-164,443.281867042169,577.804021646335,401.855679174157,568.082625614518,455.651116028145,495.297017236188,598.01868097592,426.444356753445,399.890748262915
crRNA0120:143-165,550.014693635315,565.378128707704,522.467964624769,1487.03981410859,1055.90000319437,682.706699433664,444.216599635668,383.48336641243,346.750903862876
crRNA0121:145-167,339.274133893955,565.378128707704,400.188228223227,1152.87356374711,835.640607623572,625.948338539571,482.214760907966,309.319130455309,220.610869175917
crRNA0122:146-168,414.66838587039,544.668307143319,476.890971966012,601.499250650666,1978.97182127353,914.023792888835,484.024197159028,304.796920945729,230.272659066833
crRNA0123:147-169,478.708081826277,683.424111624697,483.004958786089,1102.74862619289,759.978983190854,858.871800699292,458.692089644163,323.790200885967,270.53011694565
crRNA0124:148-170,358.803970249297,393.486609723311,314.592412742148,192.145593957852,314.416083753738,580.970014812177,304.890008303911,235.154894498188,179.279879086998
crRNA0125:150-172,381.513082290392,552.952235769073,419.641822650745,50.1249375542222,205.127070684257,322.880109614509,505.737432171769,467.14424233967,423.508456885154
crRNA0126:151-173,398.317825200802,385.202681097557,449.100122783844,476.186906765111,691.042836485489,436.396831402695,640.540432875872,591.052782902177,512.074864218551
crRNA0127:153-175,633.584225946543,822.179916106075,615.289400893212,3801.14109786185,383.352230459104,681.635786963964,1183.37130819441,789.577780372763,708.531258667178
crRNA0128:154-176,642.667870762981,706.204915345521,600.838159318484,868.832250939851,828.915129896219,565.977240236379,1042.23528061159,688.280287358158,682.229719519684
crRNA0129:155-177,504.596469553125,784.902237290183,481.337507835159,158.728968921704,428.749205118734,491.548823592238,956.287058686154,452.220950958054,468.596809709429
crRNA0130:156-178,635.855137150653,511.532592640304,591.389270596547,359.228719138592,462.376593755498,535.456234849933,779.867024207629,603.714969529002,538.376403366045
crRNA0131:158-180,748.946515115305,770.405362195113,737.01332031111,1127.81109497,1060.94411148989,808.003458388548,895.670944275584,716.317986317558,690.817977200498
crRNA0132:159-181,620.412940962708,687.566075937574,564.710055381665,1929.81009583755,1417.39443103958,1025.93414597247,442.407163384607,309.319130455309,320.986130820434
crRNA0133:160-182,564.094343100793,708.275897501959,728.120248572816,1119.45693871096,580.07245398417,624.341969835022,810.62744047568,644.867076066185,764.35493359247
crRNA0134:161-183,534.118315206548,523.958485578935,474.667704031439,760.22821957237,669.185033871593,789.797946403651,402.599565861247,326.051305640757,275.897777996159
crRNA0135:162-184,564.548525341615,987.858488621153,580.828747907323,843.76978216274,186.632006934037,473.343311607341,1134.51652941574,627.682679929779,705.847428141923
crRNA0136:163-185,421.481119482718,474.254913824411,455.769926587564,233.916375253037,284.151433980651,423.010425531447,518.403485929201,462.622032830089,440.684972246782
crRNA0137:164-186,381.967264531214,343.783037968787,377.399731893849,467.832750506074,558.214651370274,319.66737220541,562.734674080215,693.706938769655,404.721643208373
crRNA0138:165-187,406.947287776418,271.29866249344,339.048360022456,409.353656692814,311.053344890062,397.8439824935,367.315558965542,332.834619905128,322.059663030535
crRNA0139:166-188,346.995231987928,420.409377757011,322.373850513155,350.874562879555,272.381847957784,420.868600592047,314.841907684751,369.46451693273,224.904998016324
crRNA0140:167-189,371.975255233132,436.977235008519,341.27162795703,250.624687771111,460.69522432366,597.033701857675,205.371014495513,268.167023918126,186.25783845266
crRNA0141:169-191,420.118572760253,482.538842450165,389.627705534003,384.291187915703,228.666242729992,394.6312450844,567.25826470787,332.834619905128,393.986321107355
crRNA0142:170-192,491.879366810112,515.674556953181,420.197639634388,868.832250939851,324.504300344768,510.289791811986,418.884492120803,408.807739666081,384.324531216439
crRNA0143:171-193,318.381750816148,302.363394840018,317.371497660365,108.604031367481,151.323248865436,284.327260705314,330.222115818776,258.670383948007,332.258219026502
crRNA0144:173-195,503.688105071481,412.125449131257,409.637116945164,685.040813241036,1296.33583194723,806.397089683999,383.600485225098,275.402559133455,235.103554012291
crRNA0145:174-196,545.018688986274,822.179916106075,542.47737603593,2155.37231483155,904.576754328937,1216.55656557905,285.890927667762,308.866909504351,258.72126263453
crRNA0146:175-197,669.464622971473,913.303130989368,636.41044627166,701.74912575911,1743.58010081619,966.498503904129,531.069539686634,339.617934169499,374.662741325523
crRNA0147:176-198,746.221421670373,714.488843971274,617.512668827785,3834.557722898,2622.93631366755,1983.32989388415,397.171257108062,229.728243086691,274.287479681006
crRNA0148:177-199,698.078104143252,1439.33259872474,653.084955780961,6173.72147542836,5731.78839313633,2159.49499514978,617.9224797376,321.529096131177,198.60345886883
crRNA0149:178-200,639.034412836406,971.290631369646,630.296459451583,4661.61919254266,6997.85957531048,1791.10110557302,452.359062765446,180.888380383222,295.221357777991
crRNA0150:180-202,801.177472809822,1389.62902697022,762.025084575062,13650.6913272665,11986.4826795743,3338.56962428933,446.02603588673,211.187184097411,244.228577798156
crRNA0151:181-203,801.177472809822,1095.54956075595,782.590312969866,4444.4111298077,1592.25685195075,1493.38743899646,870.338836760719,525.028524062301,442.295270561935
crRNA0152:182-204,623.13803440764,1128.68527525897,621.959204696932,2096.89322101829,1975.60908240985,1210.6665469957,527.45066718451,268.167023918126,310.250808719416
crRNA0153:183-205,579.536539288738,801.470094541691,482.449141802446,3441.91237872326,2323.65255480036,1670.08799649694,437.883572756952,321.076875180218,268.383052525446
crRNA0154:184-206,555.919062765999,679.28214731182,435.760515176403,1010.85290734348,1141.64984421812,718.58226716861,930.050233045758,478.901987064579,396.133385527558
crRNA0155:185-207,514.134296610385,480.467860293727,431.313979307256,2180.43478360866,2587.62755559895,1422.17175976142,300.366417676256,247.817081125014,249.596238848665
crRNA0156:186-208,547.743782431205,480.467860293727,551.926264757867,1879.68515828333,986.963856489008,978.278541070827,336.555142697492,230.632684988608,298.441954408296
crRNA0157:187-209,491.879366810112,418.338395600572,481.337507835159,167.083125180741,677.591881030784,522.605285213534,294.938108923071,426.444356753445,469.13357581448
crRNA0158:188-210,546.835417949561,393.486609723311,523.023781608412,375.937031656666,326.185669776606,522.605285213534,305.794726429442,421.469926292906,468.596809709429
crRNA0159:189-211,668.556258489829,679.28214731182,562.486787447092,893.894719716962,1355.18376206157,935.442042282832,383.600485225098,414.234391077578,343.530307232571
crRNA0160:190-212,646.301328689556,927.800006084438,631.408093418869,509.603531801259,749.890766599825,787.656121464251,569.972419084462,505.130802220146,479.868897915498
crRNA0161:191-213,609.512567182983,555.023217925512,594.168355514764,1913.10178331948,2167.28519763941,1451.08639644332,258.749383901835,189.028357500467,275.897777996159
crRNA0162:192-214,468.716072528195,468.041967355096,449.655939767487,1219.70681381941,2187.46163082146,1202.0992472381,212.60875949976,273.593675329623,174.985750246591
crRNA0163:193-215,677.185721065445,546.739289299758,553.037898725154,3299.89172231963,4492.6191218716,2356.0074333397,147.469054461536,229.728243086691,141.706251733436
crRNA0164:194-216,663.560253840788,499.106699701673,593.056721547477,3107.74612836177,4079.00224163941,2709.40854834066,154.706799465783,200.786102225376,166.397492565777
crRNA0165:195-217,485.066633197784,559.165182238389,489.118945606167,3851.26603541607,4511.11418562182,1840.89853541407,193.609678863611,173.200624216935,142.779783943537
crRNA0166:196-218,552.739787080246,513.603574796742,499.123651311747,4227.20306707274,3937.767209365,2083.46020980109,212.60875949976,147.424030012326,147.610678888995
crRNA0167:197-219,466.899343564908,579.875003802773,460.216462456711,3926.4534417474,2986.1121109446,1885.34140290661,262.368256403959,173.200624216935,132.58122794757
crRNA0168:199-221,465.536796842442,768.334380038675,506.349272099111,2890.53806562681,3910.86529845559,1712.92449528493,350.125914580455,220.231603116572,140.095953418283
crRNA0169:201-223,514.588478851207,381.06071678468,474.111887047795,384.291187915703,443.881530005278,449.783237273943,413.456183367618,485.68530132895,456.787955398309
crRNA0170:202-224,460.540792193401,271.29866249344,418.530188683458,167.083125180741,309.371975458224,343.227446538807,296.747545174133,423.731031047697,318.302300295179
crRNA0171:203-225,500.054647144906,871.883487860599,568.600774267169,501.249375542222,210.171178979772,568.119065175779,543.735593444066,554.875106825532,377.346571850777
crRNA0172:204-226,638.580230595584,677.211165155382,570.268225218099,509.603531801259,526.268632165348,559.01630918333,527.45066718451,532.26405927763,526.567549054925
crRNA0173:205-227,734.866865649826,784.902237290183,633.0755443698,1587.28968921704,1188.72818830959,1933.53246404311,219.846504504007,223.849370724237,252.81683547897
crRNA0174:208-230,779.376725250371,871.883487860599,753.687829820411,994.144594825406,1676.32532354266,1136.77358658641,766.296252324666,497.895267004818,508.317501483195
crRNA0175:210-232,944.244878668719,1107.97545369458,869.297762418232,1829.56022072911,1440.93360308531,1016.83138998002,1098.3278043945,678.331426437081,668.273800788361
crRNA0176:212-234,568.18198326819,652.35937927812,596.94744043298,710.103282018147,1113.06656387687,738.394147858057,702.061265411973,462.622032830089,522.810186319569
crRNA0177:213-235,784.826912140234,1445.54554519406,677.540903061269,1979.93503339178,1841.0995278628,1277.59857635194,782.581178584222,506.939686023979,336.015581761858
crRNA0178:215-237,508.2299274797,374.847770315364,539.14247413407,634.915875686814,482.553026937556,654.327518986618,474.072297778188,456.290939516677,512.074864218551
crRNA0179:216-238,684.452636918596,766.263397882236,649.194236895457,1161.22772000615,1271.11529046966,1798.59749286092,450.549626514385,345.949027482911,280.728672941617
crRNA0180:218-240,571.361258953944,774.54732650799,630.296459451583,1236.41512633748,1545.17850785928,895.282824669088,709.29901041622,460.813149026257,481.47919623065
crRNA0181:219-241,664.922800563254,915.374113145807,592.500904563834,710.103282018147,1042.44904773967,1033.43053326037,741.868862935332,457.647602369551,394.523087212406
crRNA0182:220-242,681.727543473664,938.15491686663,618.068485811429,1286.5400638917,2728.86258787336,1515.34114462531,615.208325361007,366.751191226982,228.125594646629
crRNA0183:221-243,515.951025573672,919.516077458684,471.888619113222,935.665501012147,401.847294209323,446.035043629994,941.811568677659,436.84543862548,475.57476907509
crRNA0184:222-244,861.583710839134,1045.84598900143,849.844167990714,1821.20606447007,1323.23774285664,1220.84021545785,959.905931188277,555.327327776491,523.34695242462
