R1_input,R2_input,R1_top,R2_top,R1_bot,R2_bot
crRNA0044:56-78,475.730719352964,436.661501448396,509.954066072323,385.951720595877,529.694099565161,637.949652313309
crRNA0045:57-79,334.293615824753,340.206836316911,406.000723514989,254.336571765869,327.981359202585,357.217139127623
crRNA0046:58-80,541.807614267329,522.513258875185,597.015227957265,530.116909451323,526.69521508605,558.848389337136
crRNA0047:59-81,620.80828205783,608.134618748993,662.582235993875,592.109017784866,632.12946930574,658.821901815199
crRNA0048:60-82,423.28255611122,399.863702805708,464.574497972478,358.512682535,438.984913523399,451.650219303221
crRNA0049:61-83,594.204200373126,539.914559186523,557.923661782291,602.953495549207,655.238276460798,575.381779756786
crRNA0050:62-84,278.042078618826,310.384600588575,224.831169954271,293.997503954674,316.201607338733,317.321883681182
crRNA0051:63-85,478.716018343289,511.903283725998,409.350242016844,450.715299202224,518.190768053144,462.139185742582
crRNA0052:64-86,538.758977969626,552.161212487552,542.935348759593,532.176458392532,538.959314199958,575.567000875552
crRNA0053:65-87,537.578956189028,513.126039567906,606.936643812628,487.576394135523,593.841373832923,583.362148056041
crRNA0054:66-88,478.053672488391,485.675003932225,484.641626657265,580.365388432944,535.538143768185,554.236921171238
crRNA0055:67-89,578.433843134269,694.483386819865,609.508918984446,608.145988586735,721.687630985582,690.922711584855
crRNA0056:68-90,536.772247158778,470.254443783799,525.984059834081,498.180117818197,560.406414592095,512.490452041714
crRNA0057:69-91,425.601642010811,468.802839052249,425.766797930002,396.502030344021,472.035536463483,414.500799877471
crRNA0058:70-92,534.191931378801,504.097655156205,500.302254702113,407.312601079354,501.644474103226,459.077758441516
crRNA0059:71-93,554.745880331279,488.778546702835,446.670903340597,564.195382615991,579.606661393528,522.607868635501
crRNA0060:72-94,377.691402591929,397.014173584769,349.22725519771,464.624888064928,530.418690915643,446.544995342757
crRNA0061:73-95,400.776603880355,519.404744806329,447.763351813441,422.018080363768,497.026588563379,435.472330606895
crRNA0062:74-96,437.352374367493,385.657581608433,374.824130478732,341.985351740612,408.979165515116,407.564240085776
crRNA0063:75-97,433.876933644343,469.251382394855,468.128445875708,398.931741027671,426.0772192033,374.528713805359
crRNA0064:76-98,494.814352650276,509.517846751841,434.542712881515,440.168450433898,478.010222364973,466.118483687931
crRNA0065:77-99,566.001165276969,499.671229674379,505.805683711102,444.317716992929,543.045889090704,647.427452276301
crRNA0066:78-100,592.361070106841,578.585550627871,491.887194288092,577.05581382686,674.808347308061,619.32200032281
crRNA0067:79-101,588.172131851626,602.841179289912,586.604178438264,381.740638755501,542.053849753342,674.015457857919
crRNA0068:80-102,752.722354279299,597.184012372151,556.15367496064,624.25425655323,750.510999385417,798.837827782097
crRNA0069:81-103,655.967444284478,704.933506828281,604.994727744104,574.289466464011,630.08100080324,621.149910751117
crRNA0070:82-104,782.910122263418,808.907042635212,776.914593138164,725.814803617741,953.813591119148,913.379933704344
crRNA0071:83-105,740.488596066889,877.752889037781,857.944975804053,639.400290202481,763.413770199427,882.456915237822
crRNA0072:84-106,721.923273189093,688.912089199153,825.521964788009,759.703686702876,879.656196829955,941.362735946035
crRNA0073:85-107,736.404116334682,622.552213545542,572.114982313869,727.00579246118,781.233929283657,782.07108192856
crRNA0074:86-108,702.418925942604,797.440623496928,827.403538291791,699.197713943258,880.990799350727,799.382830347297
crRNA0075:87-109,874.075334516131,1007.135110555,969.596374421992,879.37224136396,1020.76409245125,1080.27441537677
crRNA0076:88-110,1049.15005849341,899.741827323433,818.466391242899,845.788591279475,1117.94075475353,1316.68764429365
crRNA0077:89-111,898.517187986226,998.713567708449,765.099456216211,682.649119957559,1081.48749664568,1055.94866968405
crRNA0078:90-112,736.869851970616,634.749372401716,652.583164076672,665.027305283986,898.61866717586,697.62141244801
crRNA0079:91-113,640.011016988997,687.98363617822,793.612365800028,775.930539095665,859.288538982511,716.26943852754
crRNA0080:92-114,650.839573230047,643.327646137463,549.369326880999,594.814940911111,784.27128599379,682.293848220855
crRNA0081:93-115,667.825846402569,730.129102402571,748.133682429817,649.849668856937,707.720297263565,640.828822764936
crRNA0082:94-116,602.643600946612,638.742000214262,609.840666045886,585.739514414582,718.481825930888,605.917541008833
crRNA0083:95-117,660.71797390628,692.243843598494,782.1821844098,643.027983362238,776.667012895678,787.778363161262
crRNA0084:96-118,723.223442703003,723.207587483085,647.146163884627,555.619351139149,793.899736969729,846.927713109983
crRNA0085:97-119,652.433806504495,632.879971890261,583.807923157262,622.493104627772,748.131710153433,653.814372292616
crRNA0086:98-120,515.81262100364,631.03971144161,581.150745355603,430.025619056315,636.482723980711,624.026911830911
crRNA0087:99-121,600.086584910916,615.99836032431,683.714215291201,616.517780560131,581.228108204388,713.381518251917
crRNA0088:100-122,606.609950368324,615.438005689191,549.242035258955,662.007571067217,678.148982790313,624.539240135722
crRNA0089:101-123,670.415648294324,662.670583695928,662.250572087645,624.193728778622,721.642429838316,618.878141759857
crRNA0090:102-124,531.846499773456,577.732217118182,496.739426812753,405.306769963863,638.594407752691,559.941845051424
crRNA0091:103-125,338.066565924375,404.524258152129,325.163776933002,289.980539779042,361.195073074851,356.757544766019
crRNA0092:104-126,326.089863249567,362.07958708416,330.433408660077,352.129273815473,414.663858727837,344.321722645637
crRNA0093:105-127,469.808192344976,456.202026921545,487.481310248583,444.658384796946,427.91113108024,471.676457237666
crRNA0094:106-128,355.540755674857,381.928987688996,413.127020746206,369.922564030245,308.794498547896,401.029938126653
crRNA0095:107-129,257.536278672529,220.355383725693,258.539731658003,295.955169794362,185.09543510508,196.561642067243
crRNA0100:112-134,67.7638477269353,88.5974825672898,35.6742045801084,79.7482222786387,56.7246313850185,50.3556088207249
crRNA0101:113-135,428.358112973181,480.375660155121,463.118717853363,585.149698583032,498.990620186286,468.297711266146
crRNA0102:114-136,354.412921137863,408.053755824522,439.207278592642,388.528438185917,350.05438837291,431.413376670631
crRNA0103:115-137,454.316978206572,479.543160230311,507.433817763035,413.97906959793,484.96781546395,441.486805971455
crRNA0104:116-138,406.078178558223,487.259728417088,446.175218850804,508.297623822083,475.462478423434,451.432899469978
crRNA0105:117-139,354.967613440166,429.159610899585,397.659353051596,438.937126015728,467.280947054356,400.618883146738
crRNA0106:118-140,445.372776441699,427.166133467272,448.574612419529,396.431969690969,456.704455543024,460.966542564368
crRNA0107:119-141,468.783474041422,441.921369362405,424.326000806577,435.498438471211,555.147507191031,516.875343565816
crRNA0108:120-142,401.045874089754,468.081729628522,459.50910248745,366.332492094695,444.414996314047,519.230845301368
crRNA0109:121-143,346.331018948818,346.95788882875,323.573813709259,375.466454544739,375.128121160793,348.010505568165
crRNA0110:122-144,292.632771732794,279.987716628246,252.675402462285,280.495239276561,293.193494279542,304.145960424279
crRNA0111:123-145,288.582250036786,282.573427719713,212.488363976513,252.372093337019,260.122322768744,293.021614833234
crRNA0112:124-146,356.117442037364,405.210040707212,377.633301075183,250.305462381479,314.993512530226,381.01960244763
crRNA0113:125-147,453.302055506115,426.455994942532,411.086378242959,471.480861222767,483.508160039034,443.830265720388
crRNA0114:126-148,535.679369958004,520.400837267487,539.490250310646,497.639397244059,504.514313309897,492.768671887257
crRNA0115:127-149,516.439043534864,514.693803947549,410.501869292951,481.181540008584,592.036848682898,596.365725862592
crRNA0116:128-150,530.112068762288,490.251971832176,390.678936182306,551.390440758916,514.241450782246,504.703906394363
crRNA0117:129-151,514.776942722741,507.301577727158,509.120184645236,524.102838812077,431.411712870713,483.442417739586
crRNA0118:130-152,643.989689730294,479.892487396104,521.839373998446,604.022888789791,497.115019442308,578.126402506921
crRNA0119:131-153,384.277663627141,397.458490023317,461.22490372222,416.841882458926,453.486750527284,445.513142710911
crRNA0120:132-154,525.98725887783,533.764167794942,568.164554535568,571.878152269131,552.683595150468,548.537449228679
crRNA0121:133-155,573.812343481995,607.037157354602,669.586306885949,651.592842103731,577.677156232591,634.872022693763
crRNA0122:134-156,632.3279397373,612.88212420604,715.201476480735,660.080631310789,585.782647315511,704.200937022799
crRNA0123:135-157,613.347037442801,505.492576641285,437.162566071259,499.198050066337,581.986354582451,645.970847389423
crRNA0124:136-158,507.319517672058,455.628550595917,455.234784627841,523.574785288967,515.768072043889,504.845170383556
crRNA0125:137-159,752.961176719431,642.48947543383,519.590852929154,704.951606440456,569.704049501506,675.863655736217
crRNA0126:138-160,645.765407330748,570.293322964802,444.72906116896,498.878947426767,639.747160563488,615.737694622273
crRNA0127:139-161,516.35158566828,509.974044657637,465.438853104648,497.934351781084,573.113866804278,589.487304240462
crRNA0128:140-162,351.53215713301,316.073267057383,297.22847933388,372.907168288302,321.340866657804,301.226482820426
crRNA0129:141-163,564.324115209275,616.546696362035,620.065439506339,486.115828381323,618.269160046366,569.896036349104
crRNA0130:142-164,596.24080091416,645.004403202631,602.730162815554,509.696211213625,626.141412498302,578.443966131088
crRNA0131:143-165,528.600818651784,474.25752952264,406.035165451395,407.397791794248,484.906285468128,499.136378947073
crRNA0132:144-166,682.446091960796,704.666006817402,682.012427017949,671.016082031709,753.03863477859,729.292895380133
crRNA0133:145-167,656.265811151686,722.021817524323,825.945212461016,626.554903359188,679.563743327133,793.921550697029
crRNA0134:146-168,884.663660227946,828.854200416457,835.296419381611,972.115173903749,966.852984326977,793.784510312018
crRNA0135:147-169,770.193937346693,875.197450844238,887.644884870498,910.266423427328,960.335699659783,703.282310551504
crRNA0136:148-170,885.331843284696,886.623645931467,894.517354416881,726.423524092123,872.239243037091,1063.89798952675
crRNA0137:149-171,694.387920014047,558.5393137219,574.406076870193,641.679763569382,753.916259906113,580.968930731391
crRNA0138:150-172,495.325047630028,511.947122057848,366.00903211491,461.470419213917,729.209366060792,510.32229926321
crRNA0139:151-173,664.455929623232,680.758205035816,486.932553512126,653.144434413492,790.4274079975,717.266652137166
crRNA0140:152-174,688.097610433989,748.065324221421,629.633935607799,640.169476953116,750.500546811695,729.501526105754
crRNA0141:153-175,843.330494322373,927.496595303244,834.404328647841,866.308531649758,892.291257026947,829.963277508557
crRNA0142:154-176,687.082490940909,936.83286509293,767.609722172235,760.266386759174,943.902381497445,808.382349197034
crRNA0143:155-177,748.392240665258,667.838229956652,744.342926434701,770.884794392165,797.257022520559,720.486226371786
crRNA0144:156-178,868.741818478347,876.33249741711,929.381641382046,847.229901578084,929.703235006627,958.577867762027
crRNA0145:157-179,883.679387676435,831.731392303595,713.47853002437,724.027697180554,1025.74215751099,1179.42748788201
crRNA0146:158-180,567.382037164569,621.241594591366,678.402433235347,564.994517001169,562.090166794207,619.970572587118
crRNA0147:159-181,687.030813286475,689.156575813788,592.610507109576,687.657143910213,743.749681044198,775.700851328032
crRNA0148:160-182,528.38999235761,620.725756804409,606.014996771362,626.877178308117,715.202400714583,648.965723721391
crRNA0149:161-183,555.212957551614,656.839662314259,642.018527273122,509.559455410004,660.945122148787,700.697951915732
crRNA0150:162-184,753.940751508426,815.96144838931,711.514259960916,647.042016654924,873.180049222127,868.337096752937
crRNA0151:163-185,975.883862164671,1005.03866802701,996.264828206311,1276.70960681775,1092.24572430545,874.208382306031
crRNA0152:164-186,940.321186995145,948.27866142328,962.36292099415,776.521731014225,1108.16146466062,1043.43588706879
crRNA0153:165-187,881.192002745403,874.750115780117,931.523266957764,1051.97289781769,866.117833277177,762.672184190574
crRNA0154:166-188,921.023195002974,854.738391465604,865.431608530617,839.833070365132,951.800854288721,870.321765415222
crRNA0155:167-189,958.59411849203,834.475111662389,1191.83579874932,1177.91280409598,818.698454232453,728.753737972968
crRNA0156:168-190,561.14663873945,626.351312703211,553.903936243016,594.071738922065,776.120763238524,506.308354811953
crRNA0157:169-191,571.88577679916,566.260399775307,558.157935095438,504.591748780192,469.869962942305,510.875665335815
crRNA0158:170-192,688.034002543441,688.330263388068,856.69818974397,887.808662523429,560.955266145064,706.228807482455
crRNA0159:171-193,553.806458591967,662.299298970242,944.372122307507,822.980070065599,443.226415425582,380.279337114052
crRNA0160:172-194,799.592178350621,666.874226113915,997.641310755089,1070.83252724626,628.641720743081,591.869683585948
crRNA0161:173-195,787.532559168306,892.155065092397,1209.13179473094,1137.67393079351,592.906375298165,520.404092850753
crRNA0162:174-196,1048.04000715724,1079.90281326507,1105.46018102844,1005.10827437211,1140.13244971848,976.485691229173
crRNA0163:175-197,473.283259225812,576.535313402405,516.392727984008,555.790316648021,556.832708034707,505.646126517978
crRNA0164:176-198,660.014914736327,723.803191750437,1164.258977205,1152.37516576181,438.554058764442,518.530720961263
crRNA0165:177-199,551.26112918088,480.575722815801,700.513571410915,677.101444583331,507.976461652611,520.612091514017
crRNA0166:178-200,681.695543970373,650.429535214755,1546.38705550294,1509.61097503259,450.169773427271,370.858108788446
crRNA0167:179-201,501.039894918805,471.135639685501,1303.67313527848,1459.47767922263,218.371747086996,260.476358040809
crRNA0168:180-202,767.163626050325,794.604899315297,1594.82000240032,1583.5123501491,496.340054295987,536.858236431302
crRNA0169:181-203,618.46284806716,617.502010006218,593.076328705323,667.228104600245,539.009599201572,506.452902001171
crRNA0170:182-204,572.253854876812,496.664626194883,688.089058873681,796.531151245292,392.436030879302,411.291585417554
crRNA0171:183-205,493.628180516768,555.792642106504,664.364875046906,784.570420611956,415.307770807764,395.889645904744
crRNA0172:184-206,636.303218363537,741.091731075187,1320.37345884088,1116.10802080702,560.618576069714,499.945781509709
crRNA0173:185-207,658.574513523048,770.042984445956,771.063939964046,584.482534264621,660.19977505628,703.771272944294
crRNA0174:186-208,755.042302183948,806.658644941263,991.097619134775,998.502930651597,619.167036210656,679.882768521193
crRNA0175:187-209,725.722560290187,667.813178291821,681.059650000012,620.554319396913,650.855798758418,690.768314692472
crRNA0176:188-210,797.73428037223,794.735009142527,880.719962585774,961.494579732224,706.455104511001,667.593460861122
crRNA0177:189-211,757.423381137953,875.929259742272,1507.17390262684,1623.85953989165,413.768859370274,440.565368498861
crRNA0178:190-212,681.980283405921,634.822872476196,948.817252703725,933.226183553688,431.559001180905,491.730922362736
crRNA0179:191-213,632.107767231033,597.273951082359,1109.28907674668,1224.73410677891,557.910850382928,424.207986286555
crRNA0180:192-214,781.381916845034,926.935797989414,1430.89262438611,986.756399213397,717.317693910573,745.897590758216
crRNA0181:193-215,898.739825826358,771.86033525871,758.983572276305,710.633148897555,833.375625212428,895.244633462432
crRNA0182:194-216,717.080943274247,812.862937153946,1079.46777340093,909.560485811898,653.127292611925,590.755958637173
crRNA0183:195-217,959.27666728609,980.05230060863,1559.81665256063,1493.34176841356,597.358383615607,563.790225818699
crRNA0184:197-219,636.005369818001,717.843260888594,1222.97279939286,940.346148356153,534.026300921368,548.593548378277
crRNA0185:198-220,676.897194249795,737.852831872612,725.550283964408,668.334503001681,648.173843514873,585.685425530409
crRNA0186:199-221,664.155651746011,798.771843061656,886.400316467981,696.909828384499,574.280468474289,581.126054403491
crRNA0187:200-222,619.256325422013,623.723957442669,1016.17596099877,971.314860011095,498.864555320543,436.019514228241
crRNA0188:201-223,582.875031432139,533.935909561467,812.007912381231,874.291804977856,392.625568869001,382.638213054452
crRNA0189:202-224,712.501073793617,724.609449548036,702.482074184577,613.871932910994,683.562745179602,741.028870565304
crRNA0190:203-225,893.124519726069,805.297213315893,811.047048481441,943.960011893231,692.752427840752,762.692158717131
crRNA0191:204-226,635.308950344407,697.425797807636,629.736020079337,556.603797874485,771.032852811955,825.193547624091
crRNA0192:205-227,655.818511786314,723.408990674003,749.872886718153,630.8767519266,691.916692656754,697.204213258285
crRNA0193:206-228,628.056264994015,713.74237995708,891.261367391942,951.778827659719,495.021524630005,519.605850754206
crRNA0194:207-229,718.259886405655,637.542554681697,584.441763922572,801.202897988486,756.057801569339,553.173720626558
crRNA0195:208-230,701.014440363362,734.895569579945,568.852993698225,615.644459279193,790.417979374403,778.780074101887
crRNA0196:209-231,385.978917368245,412.779825915558,411.040295018398,346.794022803015,416.429839699713,408.69770987757
crRNA0197:210-232,305.312523435826,318.728560240447,315.458300152759,295.729728930456,313.047574805905,227.144464555439
crRNA0198:211-233,445.763128658386,496.068136768424,547.615264673657,458.655617222643,469.300824723415,494.62079165267
crRNA0199:212-234,371.151811267481,391.369906244354,417.531814890741,409.352605915222,470.29919130095,387.169190259866
crRNA0200:213-235,405.05267846255,413.563379299544,443.293883037946,538.220262348527,294.042426978023,297.074978599086
crRNA0201:214-236,489.785427026266,538.254423513838,545.199837467819,621.22565402103,369.929698752525,380.99126857197
crRNA0202:215-237,452.275435327788,526.888833645099,419.342601701107,450.739949722506,540.677125058111,483.218402989653
crRNA0203:216-238,693.199367677935,610.296547034616,705.933501931321,786.923120257097,588.877271802706,542.46872316947
crRNA0204:217-239,875.610176517592,947.159324183427,1245.47087481782,1270.9642068509,698.4969755401,709.340464550348
crRNA0205:218-240,734.960947683276,685.96018409733,944.428315401267,894.599593709833,577.896857147982,516.971050668539
crRNA0206:219-241,692.312258213537,788.329903451189,1196.24609363159,1048.60142701692,580.921071474208,509.190850018144
crRNA0207:220-242,616.437938858376,658.927072817649,740.134676075142,859.827214786193,636.45102303382,517.89247893651
crRNA0208:221-243,533.422949175335,634.747922287099,696.723299803189,666.597496327785,476.751197400134,476.971228871456
crRNA0209:222-244,543.828849932126,649.790500395186,528.654652584127,496.813023329939,595.613010194481,512.642317187033
crRNA0210:223-245,594.368955502313,590.098941692747,758.978416082318,793.088304758518,421.759553135837,406.458913950749
crRNA0211:224-246,383.157552659842,311.901329694642,387.804789511169,420.482111474173,239.856027072102,242.034693924196
crRNA0212:225-247,365.256473827027,437.808545813748,508.051809978054,527.666643464919,325.378089659371,277.266239549884
crRNA0213:226-248,338.76792076432,428.803116790417,686.722452553492,593.850146390318,288.898855376482,294.517223288078
crRNA0214:228-250,616.534463253316,642.807868255073,564.470052200276,785.407601122272,662.061635819956,545.705728274413
crRNA0215:229-251,508.532914603543,475.276945955752,533.020377963988,587.280411005376,414.401979670369,457.754646920975
crRNA0216:230-252,614.597591638585,519.427726672207,901.685358872359,1008.10351387997,469.850615402277,413.268519521739
crRNA0217:231-253,574.60033068488,594.836139950588,1618.2928911405,1714.43679066243,316.478072690155,307.095843644272
crRNA0218:232-254,509.986113771091,575.517064197589,1016.57183683205,1032.21983002006,390.819373450635,425.976588650791
crRNA0219:233-255,545.047716610658,565.867158039867,679.340314887294,591.530707841052,453.55582198023,467.111351558278
crRNA0220:234-256,426.656294354007,404.60645618156,615.655305531964,562.616280947352,305.034487112306,333.267230241061
crRNA0221:235-257,375.28288267174,390.429370839889,571.349370861196,536.826833148303,324.705961885029,400.327088580899
crRNA0222:236-258,481.959460850932,432.659702588671,388.285066420122,374.049462892506,477.918920408357,408.286643870058
crRNA0223:237-259,317.272010853377,375.238314642384,383.460132873156,298.55229294027,398.066970042211,387.983960986133
crRNA0224:238-260,623.221840762702,567.717402661276,650.8152777942,578.401184282685,479.358520961639,588.853772549972
crRNA0225:239-261,458.839469215835,437.659407805819,404.387439644102,453.3905402035,434.147535985458,493.018722496744
crRNA0226:240-262,428.597960541975,503.617313894026,557.348880202013,424.702812053924,460.402535189541,425.937507209279
crRNA0227:241-263,547.338378115722,570.467436335184,542.721685056955,589.731393032378,759.082628165443,611.388265275057
crRNA0228:242-264,486.824509682396,513.866474074026,515.487381222338,503.148749177779,551.751718343952,483.536392741754
crRNA0229:243-265,531.784539403979,619.451572418588,504.851174982529,493.526033465259,642.758923091217,556.611645391836
crRNA0230:244-266,680.067738706823,525.279711109373,667.671038256929,780.835038420443,563.005418911281,582.418975354405
crRNA0231:245-267,449.228041196614,454.680060167209,476.562846373543,450.114761502789,497.96774016725,551.320945783861
crRNA0232:246-268,352.869867157808,321.922206031491,276.073899798169,306.63447216108,444.707386175034,430.392116722542
crRNA0233:247-269,606.730964392116,528.381048208525,717.852471387905,691.777082935804,597.399740222279,538.71454985701
crRNA0234:248-270,499.748385232982,537.459528082808,706.904144208282,563.221282491985,418.73922028904,368.94846588612
crRNA0235:249-271,725.227671412699,579.977515142333,627.017414206318,739.251669169802,930.757396127257,827.360595148079
crRNA0236:250-272,678.893280969708,618.057698414152,685.513728821091,646.915675640975,778.787129701176,825.403408861582
crRNA0237:251-273,969.428660459048,1106.64072028259,1039.29256345277,912.18692251339,1165.74848584625,1045.48192408983
crRNA0238:252-274,954.914250615435,899.176729160523,1082.39879807593,921.954931484518,1014.18220731806,1096.61187344081
crRNA0239:253-275,983.663093246129,955.514798605613,851.562530055324,754.152870002765,1045.83158852141,938.995021711136
crRNA0240:254-276,887.152193607494,891.976499285547,973.948935155692,878.683273268125,992.943392968392,933.213183172607
crRNA0241:255-277,640.262604347201,652.180801493221,622.972712957912,743.717861223262,708.370942636893,506.616809548134
crRNA0242:257-279,811.909944354234,858.722813521638,851.187744664089,730.800843667141,898.286922429911,994.076005843361
crRNA0243:258-280,850.077143181221,956.536370233034,888.018104063368,784.089377290145,1032.1143906322,947.998483935076
crRNA0244:259-281,836.938410561431,820.482680192072,1186.82560811889,1255.83107075081,842.05877107208,673.802391855087
crRNA0245:260-282,1004.21308549209,1213.08376761798,1283.9648893123,1139.24438758574,1316.13009564747,1026.39214414639
crRNA0246:261-283,773.762293320039,787.526049005709,1076.98448588631,999.454309764659,880.690665246644,810.594469352762
crRNA0247:262-284,556.477154081997,662.643782050656,836.222056437959,680.68952159013,588.534414998488,645.543151126022
crRNA0248:263-285,626.255862122856,692.544147699894,1175.41201829323,1253.31695672929,576.375114908176,495.823679358738
crRNA0249:264-286,541.904139561976,565.004439354616,696.787885191977,625.279945347608,593.559176676649,571.67619904479
crRNA0250:265-287,823.595056294175,787.638699180729,680.137494602873,662.880443271774,936.928464652808,798.445026198769
crRNA0251:266-288,575.996468732802,613.677929046731,649.579855359053,569.957153325767,616.730875169132,621.146362609845
crRNA0252:271-293,609.786580700623,649.13513413149,630.296513625832,741.233144274034,753.571970472253,647.246565117108
crRNA0253:272-294,731.751463555458,749.009156879711,722.19915061392,684.796175119662,808.930959475705,728.264761391734
crRNA0254:273-295,801.219419924405,844.569324499965,858.884981608803,780.40616296273,790.331476184854,714.27263919289
crRNA0255:274-296,495.096653092802,633.900485945949,948.031561297132,1042.67346360269,348.978457040775,297.609456317563
crRNA0256:275-297,692.959388423357,763.703418193645,805.735589126369,638.319474966379,922.34742293549,839.262997644856
crRNA0257:276-298,873.761048515835,850.784713960077,974.796644731949,782.551721711997,1065.19303932783,952.005246461439
crRNA0258:277-299,923.030954326459,933.064476794811,1175.20282550995,1196.00755005072,914.438849682307,885.671143510085
crRNA0259:278-300,782.523043649615,812.773540713983,799.144994532105,755.087674470456,1008.57753668924,913.57528445925
crRNA0260:279-301,635.256158435971,706.14922856669,837.281537934991,683.457364704678,738.6697598908,740.467390277197
crRNA0261:280-302,685.766404589116,761.60689180749,763.083184647001,742.897712793487,721.599069473783,851.008270239803
crRNA0262:281-303,598.123472062125,605.961329166669,719.023151050003,584.951839559944,611.585638153774,675.965880784601
crRNA0263:282-304,320.297552512501,312.046109401785,365.785716386136,341.838732914257,353.453450953281,387.259682653103
crRNA0264:283-305,297.526399417738,200.088365209881,193.889453764401,256.246328681298,270.897302622119,276.426707193748
crRNA0265:284-306,171.434471782094,184.977837952212,162.65369316906,195.562348732671,290.611794116925,310.051988903411
