R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0025:29-51,439.486134486001,480.65358669012,562.2981422072,875.439671719438,1433.25481277297,1798.73667394438,348.481860095018,198.702787616366,111.227867574788
crRNA0026:31-53,681.36134830341,763.890186332234,744.356395006628,1452.8816749719,2005.00480344406,2175.33970074198,339.156394265427,261.258192708483,180.409033490766
crRNA0027:32-54,735.692054802334,666.577584418212,578.142605021295,855.096094709443,1681.90400404221,1892.29078791047,402.488018079434,301.489785887368,286.079828023143
crRNA0028:34-56,561.113341543555,707.265681435871,636.551086228652,474.370208671894,433.581047242157,907.347719920528,532.634392234965,464.17398797549,405.870783941082
crRNA0029:35-57,521.723553234906,440.655332233403,538.470970856264,558.663825221241,450.026382765111,565.170546074902,523.669481375474,517.122229460394,474.333448017365
crRNA0030:36-58,475.196692486778,447.186781455522,492.199082612296,794.088490184578,659.679315878336,744.642018323162,415.035508325657,421.266445698075,316.524202493755
crRNA0031:37-59,634.65356957768,467.231293647033,572.63147353085,375.486721467132,328.458862776707,667.121428977928,447.811176302209,603.070035585422,471.084965733863
crRNA0032:38-60,473.491750521003,586.090202566408,539.323706357519,677.732289388656,542.001988538699,526.823917412518,475.992427326079,494.053574053223,467.252114972994
crRNA0033:39-61,447.483182656024,335.08733459793,393.082697909524,268.521841423447,482.940161394049,397.546954614382,374.307752761802,392.718819494901,354.73677480956
crRNA0034:40-62,568.974793224788,570.819264687711,602.982054995103,500.717425482526,683.761926985826,639.218257549637,671.112166814241,640.153266749934,561.010638353865
crRNA0035:41-63,690.420215067925,777.114916942697,619.661989375959,548.310272968343,679.254283302285,779.041713474071,728.837230338482,636.75376076711,542.22702125227
crRNA0036:42-64,470.795013363807,520.172193066508,454.33864521456,488.681009176979,692.670808831704,406.953828442335,548.848253103815,392.947118098965,404.818946863249
crRNA0037:43-65,395.415106454752,497.401488204281,455.526868274503,535.670828304496,543.308763549109,344.520834619557,589.109694925502,440.092030928435,487.392518371748
crRNA0039:48-70,500.585504550917,446.476222579045,572.979431174597,468.281085461424,806.872459675119,437.354656128599,705.084383066504,594.905596396368,590.277197501104
crRNA0040:49-71,504.096140429923,665.434859122357,502.516091096241,650.722939088094,434.466944632062,470.889099754232,658.795235351065,511.900155553475,691.340302661287
crRNA0041:50-72,354.788608630211,443.543573748605,380.295318977083,158.694227961871,408.363444308618,311.245523941298,421.487937937873,269.956852234295,293.10321401813
crRNA0042:51-73,465.654968238582,661.318443227093,498.46643150099,484.905652490379,292.618893991654,541.570594835481,576.408572877129,505.191964077928,503.56880226969
crRNA0043:52-74,488.500957960624,554.290189452694,507.560660151413,561.850166272373,450.507737313343,419.909494407071,612.725525050299,522.413177737164,560.779832689635
crRNA0044:53-75,500.588822081838,578.668809237728,478.33840246538,276.675371833894,93.4994837063607,361.31292365347,568.480533131739,631.718590404888,656.302062750062
crRNA0045:54-76,554.587825210203,665.20864183633,552.330199188052,472.067186205145,507.295913386997,519.936798254248,723.824924800202,595.246788587796,663.075735127521
crRNA0046:55-77,566.932935207551,644.805233242938,529.770828069728,572.489122178615,760.289170083922,635.794437006041,702.953585824174,581.556952735571,527.757217626763
crRNA0047:56-78,587.754076838684,582.267442927775,627.137891440037,709.254006513945,601.947230599048,549.87611759253,635.977851565126,587.888399169456,693.552448408341
crRNA0048:57-79,526.59238255772,598.897115043898,474.349738687923,611.842622696095,465.123033007356,619.032337001463,516.217923044022,458.391911087173,480.615966407671
crRNA0049:58-80,584.785142008591,587.065055713807,573.923838360794,679.628814169308,564.305121302348,724.944702481715,430.261174882305,541.262043622984,431.224938540427
crRNA0050:59-81,383.805177579207,345.281509657476,349.464418517274,257.720710953852,528.426392407504,457.784187388107,304.857468618733,283.913384018504,322.13302320654
crRNA0051:60-82,600.308286938075,469.286648097074,722.183765539558,537.899413130575,414.195753894556,501.255057020727,568.727272340474,636.961725256471,544.942331722683
crRNA0052:61-83,456.172602840269,480.523355723126,505.723165627026,467.316922582946,354.463445209498,368.411155551653,534.411653650094,568.109467784143,651.377055689047
crRNA0053:62-84,340.228159595755,234.037068105581,292.088352265571,247.361495408637,313.551589940975,354.457012065289,230.529196618321,296.673729056761,317.71938810447
crRNA0054:63-85,394.218117067372,369.017587601624,443.389227584148,177.844441531033,315.922187361522,308.685944764107,358.077600270317,368.257524180854,305.382776326744
crRNA0055:64-86,550.504048470242,543.454785138624,505.28956763033,595.699819576876,536.724349405893,517.540003118838,625.304619584184,514.521884281603,583.038619676857
crRNA0056:65-87,523.666061874488,703.761153737382,571.201605432459,385.651648442222,668.011478271973,586.565081556079,571.908033550442,495.790976950431,414.14477469751
crRNA0057:66-88,472.765007201447,365.140466450891,401.614964441253,321.306476528614,342.964786589507,318.596260857942,357.242126823497,431.258253126153,506.792250635253
crRNA0058:67-89,459.185829484783,362.615102124023,385.804989147145,176.909032983229,278.526803032812,311.902280453372,429.335750606778,393.573953913352,477.635858043194
crRNA0059:69-91,586.433711155248,531.725749376294,585.004849229305,1278.9753149389,1360.22978246384,1583.45550090654,360.208271394536,373.782213816743,258.206423871268
crRNA0060:70-92,770.995028486311,714.976166404948,732.211904253517,1588.32232942739,2350.40773525706,2012.72392801482,484.430736699011,431.717976999974,335.811685737445
crRNA0061:71-93,662.791833199707,839.085646815415,589.819094000936,144.105322859718,579.344146415398,503.310068762485,799.402837121276,549.294012748562,656.247793981118
crRNA0062:72-94,469.604015531561,457.518141402509,487.138842186174,444.558276327288,309.240404819599,323.151975071559,586.660606947079,524.679842238518,540.846843087978
crRNA0063:73-95,506.711802714883,524.948389150683,596.283269009245,383.792283072564,179.069275572951,337.182812332262,550.539850807092,609.32803350292,514.131095039735
crRNA0064:74-96,370.758995809129,379.905150362017,346.465113180347,341.341459610217,172.476433589776,211.185573109952,284.300106474862,404.480226671871,387.179193867274
crRNA0065:75-97,413.727319164158,385.812339407188,382.098894392591,229.877080065344,354.853886603624,325.633032148684,462.884035981212,411.398247713053,546.625213506621
crRNA0066:76-98,497.890095910591,414.119323546905,459.330114897996,219.154707610375,561.770747568822,411.884686769795,441.191540683251,422.459337491953,394.89257540309
crRNA0067:77-99,578.216450049152,717.002293620607,696.259938588022,481.698382692121,636.51666240081,683.792790936412,686.63683048123,577.460103018907,517.358588875535
crRNA0068:78-100,622.670300771228,639.074912133023,601.094805656065,818.781164281469,859.668426010679,704.519907381855,666.569973075864,543.866585349951,689.284852126151
crRNA0069:79-101,660.738898341254,619.074326089855,673.908788791556,378.584330230348,694.569273221602,537.131098112647,714.463934886559,627.623974572566,681.192394211458
crRNA0070:80-102,606.997928029178,579.144332385333,616.73906471465,786.823136177872,878.436443429024,911.667524511857,490.327165605345,419.037423000238,412.87768583082
crRNA0071:81-103,614.457241637469,815.57078113575,615.169748793532,1150.05098463425,817.092113651299,1043.46847794974,714.740248328484,462.448881508929,442.380430620808
crRNA0072:82-104,839.133806731533,1418.1490056556,1006.13235275769,1145.67637757113,897.519842692818,1115.96680092384,1003.49865214457,700.290987026961,708.849465590188
crRNA0073:85-107,535.211800153878,609.215509279142,533.81445382934,653.671019036383,516.282020656561,681.832610350695,649.036724239204,493.217441473958,592.620530842781
crRNA0074:86-108,596.966612438034,603.254140185242,553.401233696455,743.230562147284,848.756762137594,642.692085604155,656.405517596509,611.548595583202,552.126706648155
crRNA0075:89-111,453.65650985477,527.357929413672,489.641385805958,513.244902469514,620.588158454583,622.698588809448,532.168781612321,442.255759613212,389.528507023008
crRNA0076:91-113,546.210134295233,559.420121584962,524.286026989217,1436.13489043077,2116.80330388809,1885.80960416113,297.572380621653,264.888689899336,167.957058529266
crRNA0077:92-114,489.700191908056,436.541324506041,499.316072779368,1299.19756575614,1635.73035000443,2091.38268734451,147.818227158313,164.266025675544,105.047799423614
crRNA0078:93-115,489.029431623018,583.249564961841,478.635373198085,259.138200776219,343.152269492809,630.415570244926,501.57113641831,378.732775628765,368.752811515834
crRNA0079:94-116,495.224651491884,471.737669590555,450.053794246723,1299.20020108064,1889.98700079767,2213.26484025313,188.503708657112,149.555132656324,117.757046370074
crRNA0080:95-117,436.614834501854,357.286968144322,385.857669618022,954.680746467028,1548.45525842077,1814.91891844633,154.660273382025,166.644629995965,110.320836911838
crRNA0081:96-118,516.115295915826,514.322106606096,419.881039384829,1208.78095827289,1226.52280940158,1897.58670437741,271.345111179547,246.217878943018,177.83185126999
crRNA0082:97-119,618.798765091562,697.029447757963,594.0175018374,1604.05901969874,2069.93894259511,2607.12280172902,264.938727514177,198.953381713331,153.735333921026
crRNA0083:98-120,585.925797632366,574.449645538919,574.094288471194,2173.73026252865,2447.48939484613,2825.24405945725,267.162688836848,230.107279618494,157.08484480847
crRNA0084:100-122,440.410828888306,539.078612706195,412.486888509556,1999.74101976336,1763.8965000977,2197.41950400148,184.314625253961,168.958824444742,124.754730788836
crRNA0085:101-123,489.836400159049,574.258828888396,424.119057570644,423.850787790204,628.558364285255,662.431543886615,387.494804765809,288.56251464217,279.19497733097
crRNA0086:102-124,484.998752630455,454.282290215169,389.705840048543,1379.97722109303,1732.08037241912,1862.88870788987,215.954059586113,175.655624476628,154.732005618579
crRNA0087:103-125,444.519678348868,400.789436704606,404.678848450033,501.778963967311,286.63318842564,464.055258149721,412.476758144789,439.154486429145,390.042260955848
crRNA0088:104-126,413.71737141297,442.748481759434,350.459512201863,287.104113514612,452.94709693523,459.3440202859,336.367927551525,307.215142628789,340.347641524304
crRNA0089:105-127,447.851793124437,375.357315422883,487.651519627997,499.706598861951,419.460848244598,513.750767299499,497.128620703695,459.840778424064,388.281385544121
crRNA0090:106-128,478.394646853507,444.133136586281,476.075445143052,635.676644148899,565.464895361578,641.647289460633,366.807575961917,425.77295664274,328.42056100853
crRNA0091:107-129,476.967845476762,471.087412386593,408.156977336498,1152.2762708728,1122.91753368392,1473.25053491146,256.785862245045,317.070192171495,194.939731703448
crRNA0092:108-130,524.146041021456,609.427798587562,504.589918504361,574.141252739165,471.542911166418,529.398708306944,410.484296976268,375.229057583857,480.482383486185
crRNA0093:110-132,320.199047304597,273.504157134207,226.811331069682,158.214055725091,285.199702306172,331.097539603866,248.728638712794,280.183031244224,296.439401506127
crRNA0094:111-133,241.074965252993,183.180616155298,202.28060665521,102.364858467122,255.720348290818,185.027891533231,170.639558062079,162.248754487542,222.793806604817
crRNA0095:112-134,525.534625940067,497.34884228355,449.969432026816,386.0515677428,668.87037697988,610.214422739765,357.123037817061,362.266144939313,394.275771593177
crRNA0096:113-135,341.138483946753,285.383418743311,284.742729176418,317.090352859599,252.728682646847,424.108516510173,139.16767416469,190.20695923822,146.409413390138
crRNA0097:114-136,289.299763588972,303.709880865057,280.571647153785,249.797775737731,305.901737223881,208.082906348161,199.190076945066,280.435348659149,323.962275680856
crRNA0098:115-137,273.295396976524,264.159065647625,287.430211632553,446.559721572472,447.638770238194,535.805414661165,213.577808637334,217.043263436978,163.603888860492
crRNA0099:116-138,295.527190552793,318.685233459647,286.694035000166,674.485919019289,306.55680455297,692.810754275815,223.899908279876,240.581091282929,157.680954900594
crRNA0100:117-139,379.100262633118,385.959476659396,347.809937292585,1139.52156429138,1099.29650099019,1337.36577539897,163.499595258291,157.28590010514,121.313903701071
crRNA0101:118-140,299.852989213006,390.783544350111,270.506080401481,559.465500632876,552.762044650925,737.21889578411,190.387650198071,125.060152088187,151.932821832472
crRNA0102:119-141,229.005396616113,189.08363865227,302.783191873593,205.198038618411,121.624491641821,183.536841455056,126.495340017193,283.118477489161,227.696940901788
crRNA0103:120-142,345.835804666195,242.451952763861,275.951148333934,235.869660511782,343.48419747162,253.923107574531,205.964606762754,243.434367216756,364.51754553072
crRNA0104:121-143,238.527239499425,215.25177425037,227.163606641403,307.337188852179,74.5134069106842,228.350394984476,149.404229904806,227.643386154473,203.019427662225
crRNA0105:123-145,354.316374809039,316.428655480129,294.051233359006,189.998664056778,243.466331724957,293.156830893723,229.449030297753,295.409095878759,234.657861303456
crRNA0106:124-146,249.65520407056,265.126263885375,284.585443403102,388.801905012983,308.627555811179,429.63049204826,179.617046341605,250.388733574796,185.818585625243
crRNA0107:125-147,290.591457450692,313.633420158793,335.79418782878,417.623780540279,485.605236731911,463.024054996967,284.258083515784,271.290632829708,218.12863029278
crRNA0108:126-148,320.084134798382,475.155913213332,360.202445401084,492.534439870926,122.29917080711,406.135609871388,365.244164416179,403.666869014257,292.876942003318
crRNA0109:128-150,470.796971975719,538.59727967142,456.441619054809,444.985677393393,402.499599009906,348.227737231893,524.453146841878,458.423721681309,566.66872472681
crRNA0110:132-154,421.780383867795,410.320791868279,430.21103886461,522.668683890598,580.838616087309,462.52975915744,611.528550663273,477.626535871698,557.711828458416
crRNA0111:133-155,510.545057668599,926.468671909959,588.547341614145,610.799294372736,411.799016417714,505.187978544304,687.126958944976,554.277782020291,621.091738383383
crRNA0112:134-156,516.256604328328,652.453298707997,616.036854839946,1007.09392735555,818.369939753101,611.952263661165,815.93159878647,597.908655408069,595.891517585692
crRNA0113:135-157,503.043014549686,459.859227066909,526.462117669658,241.256459157224,609.183241768796,477.060416050036,688.450763430115,431.507679065695,481.518386224053
crRNA0114:137-159,676.222413766254,945.313278229489,668.180289416678,1958.92029542013,2238.353181352,1712.58873271921,752.37329619836,496.127508085296,406.917598633568
crRNA0115:138-160,619.164747628987,721.660144798449,622.021323055508,4498.6460436498,4735.84037596026,4031.6207293169,456.493348092596,268.82948146507,123.751207132652
crRNA0116:139-161,668.775436374506,965.494483525647,790.116529969503,4571.34342165847,5214.49587356488,4183.61673042143,563.604518496537,325.936954370956,155.139466033523
crRNA0117:140-162,532.864671610426,1052.62232688635,629.69655882793,2815.91817502968,2486.49316990079,2985.53926687382,401.130057218758,230.663631018568,128.332703718367
crRNA0118:141-163,569.015215043126,811.458705664288,662.332815641223,1026.7450541132,950.205226479029,858.791614357776,697.519293924831,504.896840831217,497.681523408016
crRNA0119:142-164,442.408011485964,558.087506967358,419.181171135723,528.273189930442,461.32743206778,535.06745198598,548.038967658475,437.473558818603,416.789717482401
crRNA0120:143-165,541.736856267292,573.212419744707,580.83321956363,1094.29801159331,954.708432723898,828.795546758319,465.864044481826,417.583899318816,336.973314184907
crRNA0121:145-167,359.972850151164,542.249409464052,451.746007352359,869.789291521791,750.088909956534,748.575332821399,463.777085164895,328.76284610344,230.830267914335
crRNA0122:146-168,451.404413056932,518.315494494294,512.149615578453,606.995342834226,1345.80276325603,1054.78607003063,510.545249093887,337.600818957874,228.461494337356
crRNA0123:147-169,479.638617101615,662.99417181755,512.636023919753,891.037485233336,724.226473458847,930.5345961918,464.682522107871,356.285473120666,281.438578564395
crRNA0124:148-170,353.618439315668,380.331607442153,305.455201047864,220.081735565669,312.694205720087,527.515908523865,312.459969599059,242.714110374996,185.281693020162
crRNA0125:150-172,388.423430497203,487.80708552464,395.272733041116,102.418171726732,207.315239251578,257.70571306203,467.957303556815,421.679119954579,401.235707551211
crRNA0126:151-173,424.565000503888,404.899131752654,457.545153059964,483.979085330537,627.859056947835,437.83905318289,601.625298421504,558.331003058718,559.612734409011
crRNA0127:153-175,629.737010099717,913.047187741678,657.983710019931,2015.15202724272,479.158399094537,778.457869299481,944.540484041616,882.339829583584,829.531292844112
crRNA0128:154-176,650.477211970425,705.686068316728,647.162941041865,792.844812844887,811.668687318172,600.015611090643,893.46805389889,690.019623254032,760.058506837481
crRNA0129:155-177,508.540016300998,715.64679226443,479.132093835836,236.989264601527,421.770047255167,496.299679617238,776.306232078965,441.880462124673,458.056514562079
crRNA0130:156-178,601.20582707009,526.105785936251,610.724264953172,412.04229009324,481.250826556844,519.556260947661,688.220800206965,608.918976926201,524.174334832652
crRNA0131:158-180,753.24009120678,782.809739086957,774.751833793199,1007.67161142259,1005.13466907065,885.289220775221,855.38329543075,739.545876174207,705.335977798993
crRNA0132:159-181,606.137437495131,693.704499881793,608.802326140737,1385.32792590202,1240.42153342157,1267.98434962024,473.915259792588,365.439971512489,304.30002691122
crRNA0133:160-182,596.706397988751,737.847313066186,744.667699109845,937.325975812888,618.886430597297,594.057013626651,757.702521769941,679.359339898356,799.76375827781
crRNA0134:161-183,512.603458027199,528.022810848588,487.843737059224,670.747879420844,647.647371512774,794.846386685828,413.355191231065,355.487739423714,290.148446713277
crRNA0135:162-184,529.219816402479,907.953669601657,597.239757719175,719.90341032842,280.20852535314,434.728220284502,903.19238001651,659.062577213798,808.336827193578
crRNA0136:163-185,423.676258039461,464.350451015068,444.479169884922,282.804982202142,305.679883382561,392.979711999414,488.437932226093,455.026845897817,420.453443080312
crRNA0137:164-186,390.88315172867,359.838258875306,420.821119081152,455.995753637875,509.088006197545,334.247266743523,524.728118812491,594.82902294746,463.684633224143
crRNA0138:165-187,377.980647839421,301.874637011476,337.825880534387,379.572912004106,332.122729677515,397.359033800187,351.355106165762,348.20257331258,320.656761242605
crRNA0139:166-188,343.305082078019,399.021286680942,331.378653267741,346.357906478716,280.344505608322,420.561994727429,317.728943354243,359.211087404455,240.264392656922
crRNA0140:167-189,381.473280929778,400.535492560611,334.320100126747,282.70477965075,418.979458676539,552.865326795552,243.096960762346,264.335423231943,194.115328882929
crRNA0141:169-191,396.180879460262,470.496938522056,385.684926868478,370.733303960941,278.053929198437,394.027952183834,495.521869810072,362.146974577874,392.948529665853
crRNA0142:170-192,463.308688012884,529.622912641953,427.736646064899,680.487025493508,360.816064886437,564.867766674974,415.682473255433,436.889404838341,376.455838366937
crRNA0143:171-193,303.611119274419,305.317194784057,287.707875184126,146.874021701451,171.393747809625,240.990207179479,311.208709803348,268.006615738854,309.772561925815
crRNA0144:173-195,493.123078523035,423.977121082659,432.693513386416,628.046686564617,1009.30418483472,912.417230041895,398.091595475188,312.643641360025,234.937964387492
crRNA0145:174-196,549.420038708217,801.292870799834,566.023251646025,1456.79305940917,869.907589482351,1432.22704055145,347.92179920674,345.420306814736,241.970729075923
crRNA0146:175-197,689.239668036273,814.411679912376,671.859962283442,715.593036834992,1300.34758859853,1112.36408696374,573.13799236744,398.367431526192,354.686438673871
crRNA0147:176-198,715.888837136678,761.520750159656,646.961833482358,2384.73505790317,2162.92189354292,2601.23279674009,450.539070677697,306.791848186301,246.171961519735
crRNA0148:177-199,729.023555061965,1285.79681805062,821.795928922769,3665.16998355193,3868.99825408471,3286.66693341645,666.091342874222,389.832671331038,207.385346423597
crRNA0149:178-200,670.778868783305,946.13861896901,699.712161801155,2976.16058978739,4227.45856015622,2858.54956336023,517.861914976294,265.366374801491,252.143449158988
crRNA0150:180-202,847.354241900206,1339.99750140453,894.185259717053,6801.52377119974,7322.62429771778,5897.61934004776,551.389378631017,304.354948013745,209.664257314419
crRNA0151:181-203,801.150419789762,1124.31643167534,879.189324240159,2644.72142396953,1547.22335871011,1927.38631085348,848.720589465649,600.145530167031,439.83704368895
crRNA0152:182-204,632.655340151421,1022.34526239391,690.943963955083,1571.73121427681,1576.65659374519,1566.89762301109,558.35983740258,336.686068776753,294.138580515856
crRNA0153:183-205,597.523874294887,791.772475213946,525.885781044202,2185.22388756755,1895.77865767688,2222.56944440795,487.378479929372,374.23784848169,266.526530191306
crRNA0154:184-206,550.896481032393,664.000899321418,489.951557419388,858.572578232994,994.085004065124,860.307535153255,807.082394056341,506.119093120519,440.125302819605
crRNA0155:185-207,527.862358048686,506.423194046266,442.801448530493,1543.18945272246,1910.88408395544,1881.394699161,354.379122893565,300.731102893894,228.385564225378
crRNA0156:186-208,524.509269881296,526.605712885063,562.302387363385,1267.61567919013,948.686080066911,1150.36221849077,370.318514522964,289.246396411116,260.867217177494
crRNA0157:187-209,497.142995829973,396.925468889349,433.683593958231,248.02466381927,593.804621016266,495.677951481472,357.510343519739,403.336183747039,415.966992155699
crRNA0158:188-210,510.374956289002,414.482832147329,486.849189262207,397.206044914901,353.778469311394,486.278006250631,345.987861554668,439.242151973012,414.396422702242
crRNA0159:189-211,665.621434307996,648.476501943265,590.554094752851,829.325915615791,1113.88145234661,1046.95743641236,437.23554444807,440.334550357865,339.167684502499
crRNA0160:190-212,663.116844681097,823.445954512602,636.922364631283,551.007167825594,701.641537789759,810.622821213474,601.238885163467,521.37009150832,472.221159122577
crRNA0161:191-213,605.974171118858,584.393332333555,589.278126585426,1417.7436311543,1698.37471179009,1791.01779030916,320.912709958328,251.867987453474,227.054742544664
crRNA0162:192-214,492.437404203667,458.124793748603,478.552631125858,1009.87959037423,1559.24500527433,1441.47911957964,272.269198195998,299.283716945687,166.480506201564
crRNA0163:193-215,679.025914245172,551.274728973955,595.077803478893,2179.0177234649,3044.66587832051,3167.61679335747,221.730198836931,273.205789592157,124.247894623937
crRNA0164:194-216,671.477537287797,529.24919840958,596.876984261678,2101.89230856463,2892.36034048686,3438.81788660769,229.565690856678,253.938252837467,138.439777554334
crRNA0165:195-217,510.408063999035,561.807512733209,541.885621711103,2352.26558322029,2966.72987186283,2685.41983681999,259.716064986963,221.301374006243,123.031116107973
crRNA0166:196-218,549.431287047697,547.272553129866,536.573263448747,2468.79934838912,2785.10816843369,2953.07182771,271.725527131252,202.54284853686,125.881816753852
crRNA0167:197-219,477.912427117075,590.782973658572,512.789934408787,2296.17254088156,2234.41797981077,2568.31553593063,312.760922349499,222.089774436147,124.270359540108
crRNA0168:199-221,498.211426281945,718.196670107194,591.231673119918,1965.69243685709,2609.30105114883,2329.91785528721,402.297525896758,267.212757012302,139.841729012327
crRNA0169:201-223,495.236058360858,396.118647504796,473.733692937786,403.871597551106,447.570430777268,435.229408954944,425.038493642169,481.006455158341,446.188291576606
crRNA0170:202-224,421.912151387845,277.669579699633,429.083678706893,214.0159514656,310.98611373201,318.502867673488,314.27366206198,408.03550597123,284.405783712838
crRNA0171:203-225,491.903666370152,746.907996397772,600.168462137591,492.844662652124,276.644989493268,599.437026089459,526.029448398899,544.637422985375,332.791848107953
crRNA0172:204-226,618.819201707949,645.24708042603,585.993327982745,525.043996216608,532.534412736297,568.234726694084,538.372116530137,537.146040055231,518.115081253064
crRNA0173:205-227,706.844330902831,782.908706402353,605.515815493191,1246.35463643155,1106.07264587565,2024.69925848738,291.063537776244,275.926943260416,224.821253175022
crRNA0174:208-230,787.192649187834,849.905694504583,784.753392341577,955.16891995839,1377.83773256855,1259.0638205222,776.677047708258,561.901403980302,498.961212944544
crRNA0175:210-232,919.017538992514,1092.17010656817,966.568169915399,1480.08737870248,1341.62047959458,1185.70793907783,1024.73334877062,743.919630442662,686.100253843537
crRNA0176:212-234,585.299932271324,647.311342773922,609.810700564418,697.862916646716,947.182032644087,816.992581747381,691.619502304527,506.799097175406,508.164183554509
crRNA0177:213-235,782.649074504785,1263.62987508131,790.825431361001,1573.80635590542,1532.2524033567,1543.12003962515,780.958591440131,548.519098930735,377.927590354874
crRNA0178:215-237,502.627631497732,421.092512263303,510.270158049992,590.508199149893,509.990466962552,631.307232379209,477.942874326362,488.79565644494,482.185802196299
crRNA0179:216-238,684.614239659721,762.337099853134,651.716192285551,1030.17502565745,1159.96294065573,1707.48405581571,495.633008290682,394.452371150895,295.410682161247
crRNA0180:218-240,601.627242514217,756.453151818291,669.96902072576,1075.97009373006,1273.57712772463,1064.58831290304,707.995754166334,511.440320073807,469.655346749624
crRNA0181:219-241,667.450154551282,845.857273104016,623.964510832746,703.534838487332,936.526940530076,1060.75693278708,728.633193479598,491.581262965467,423.464490003992
crRNA0182:220-242,693.01681528912,857.222744934067,698.568129932365,1142.19638806613,1959.98682813099,1746.33223256864,639.262884821379,414.483899054486,252.763015466393
crRNA0183:221-243,497.439105347684,834.673885914926,534.950715075136,759.666294310603,450.040026600029,488.650117273964,763.213783632497,478.955805870029,541.680910195176
crRNA0184:222-244,839.634114138097,1043.42248788807,915.475392587298,1460.53298356938,1261.49562900679,1365.9097329366,909.47632682229,626.292026673114,536.038204650294
crRNA0185:223-245,648.447037142667,765.961958563878,636.038210401064,1091.06083155321,1434.39405668366,1473.10275425978,625.745845352871,393.05922602059,304.261772714244
crRNA0186:224-246,560.169632344517,666.849362501508,570.921852509561,327.529293369403,980.940527646228,965.859443580406,750.928815478752,477.363537472347,416.7402251659
