Unnamed: 0,name,window_0,window_1,window_5,window_10,window_20,window_40,window_100
,crRNA005:9-35_FirstOrder_13,-4.800000190734863,-4.800000190734863,-9.199999809265137,-10.800000190734863,-13.199999809265137,-19.600000381469727,-42.20000076293945
,crRNA005:9-35_FirstOrder_14,-5.5,-5.5,-8.899999618530273,-9.800000190734863,-12.199999809265137,-20.299999237060547,-42.20000076293945
,crRNA005:9-35_FirstOrder_15,-5.699999809265137,-5.699999809265137,-9.100000381469727,-9.800000190734863,-11.5,-20.5,-43.400001525878906
,crRNA005:9-35_FirstOrder_16,-5.699999809265137,-8.0,-11.0,-12.600000381469727,-13.199999809265137,-22.700000762939453,-44.599998474121094
,crRNA005:9-35_FirstOrder_17,-5.699999809265137,-5.699999809265137,-9.100000381469727,-11.5,-14.600000381469727,-20.5,-40.79999923706055
,crRNA005:9-35_FirstOrder_18,-5.699999809265137,-5.800000190734863,-9.100000381469727,-11.5,-13.899999618530273,-20.600000381469727,-42.5
,crRNA005:9-35_FirstOrder_19,-5.699999809265137,-5.900000095367432,-9.100000381469727,-10.5,-12.300000190734863,-20.5,-41.70000076293945
,crRNA005:9-35_FirstOrder_20,-5.699999809265137,-5.699999809265137,-9.100000381469727,-10.100000381469727,-14.5,-20.5,-45.79999923706055
,crRNA005:9-35_FirstOrder_21,-6.400000095367432,-6.400000095367432,-9.800000190734863,-10.5,-12.199999809265137,-21.200000762939453,-42.20000076293945
,crRNA005:9-35_FirstOrder_22,-3.299999952316284,-4.599999904632568,-7.800000190734863,-11.0,-12.0,-18.100000381469727,-42.20000076293945
,crRNA005:9-35_FirstOrder_23,-4.199999809265137,-5.099999904632568,-8.300000190734863,-14.800000190734863,-20.0,-23.799999237060547,-45.20000076293945
,crRNA005:9-35_FirstOrder_24,-6.099999904632568,-6.099999904632568,-9.5,-11.5,-13.5,-20.899999618530273,-41.900001525878906
,crRNA005:9-35_FirstOrder_25,-1.5,-4.5,-7.699999809265137,-11.5,-14.300000190734863,-18.100000381469727,-45.20000076293945
,crRNA005:9-35_FirstOrder_26,-3.5,-5.800000190734863,-9.0,-12.800000190734863,-16.100000381469727,-19.899999618530273,-41.29999923706055
,crRNA005:9-35_FirstOrder_27,-6.099999904632568,-6.099999904632568,-9.5,-11.5,-13.5,-20.899999618530273,-41.20000076293945
,crRNA009:14-40_FirstOrder_01,-8.300000190734863,-8.800000190734863,-13.199999809265137,-13.199999809265137,-15.0,-19.100000381469727,-44.20000076293945
,crRNA009:14-40_FirstOrder_02,-4.699999809265137,-4.699999809265137,-8.699999809265137,-8.699999809265137,-15.600000381469727,-17.200000762939453,-39.20000076293945
,crRNA009:14-40_FirstOrder_03,-6.800000190734863,-6.800000190734863,-10.600000381469727,-10.600000381469727,-13.800000190734863,-17.799999237060547,-39.400001525878906
,crRNA009:14-40_FirstOrder_04,-6.599999904632568,-6.599999904632568,-10.399999618530273,-10.399999618530273,-17.0,-24.899999618530273,-45.20000076293945
,crRNA009:14-40_FirstOrder_05,-7.300000190734863,-7.300000190734863,-12.600000381469727,-13.0,-15.199999809265137,-21.799999237060547,-44.099998474121094
,crRNA009:14-40_FirstOrder_06,-7.300000190734863,-7.300000190734863,-11.100000381469727,-11.100000381469727,-14.399999618530273,-20.299999237060547,-46.5
,crRNA009:14-40_FirstOrder_07,-5.099999904632568,-5.099999904632568,-9.100000381469727,-9.5,-16.600000381469727,-19.600000381469727,-41.5
,crRNA009:14-40_FirstOrder_08,-5.0,-5.0,-9.100000381469727,-9.5,-14.100000381469727,-22.600000381469727,-42.900001525878906
,crRNA009:14-40_FirstOrder_09,-8.899999618530273,-8.899999618530273,-12.699999809265137,-12.699999809265137,-15.600000381469727,-22.200000762939453,-42.099998474121094
,crRNA009:14-40_FirstOrder_10,-7.800000190734863,-7.800000190734863,-13.100000381469727,-13.5,-15.800000190734863,-22.399999618530273,-43.70000076293945
,crRNA009:14-40_FirstOrder_11,-7.699999809265137,-7.699999809265137,-11.5,-11.5,-15.300000190734863,-21.899999618530273,-41.29999923706055
,crRNA009:14-40_FirstOrder_12,-7.699999809265137,-7.699999809265137,-11.5,-11.5,-14.0,-20.5,-45.5
,crRNA009:14-40_FirstOrder_13,-8.100000381469727,-8.100000381469727,-11.899999618530273,-13.600000381469727,-16.799999237060547,-20.600000381469727,-43.0
,crRNA009:14-40_FirstOrder_14,-4.300000190734863,-4.300000190734863,-7.400000095367432,-7.400000095367432,-11.399999618530273,-18.0,-38.900001525878906
,crRNA009:14-40_FirstOrder_15,-3.4000000953674316,-4.300000190734863,-6.400000095367432,-8.699999809265137,-10.399999618530273,-15.899999618530273,-37.29999923706055
,crRNA009:14-40_FirstOrder_16,-5.599999904632568,-5.599999904632568,-11.0,-11.399999618530273,-15.800000190734863,-22.399999618530273,-45.099998474121094
,crRNA009:14-40_FirstOrder_17,-4.599999904632568,-4.599999904632568,-6.599999904632568,-9.5,-13.300000190734863,-17.100000381469727,-41.79999923706055
,crRNA009:14-40_FirstOrder_18,-8.5,-8.5,-10.5,-11.699999809265137,-14.199999809265137,-19.600000381469727,-42.5
,crRNA009:14-40_FirstOrder_19,-6.0,-6.0,-11.5,-11.899999618530273,-17.899999618530273,-24.5,-45.29999923706055
,crRNA009:14-40_FirstOrder_20,-4.699999809265137,-4.699999809265137,-9.100000381469727,-9.5,-13.899999618530273,-20.5,-42.5
,crRNA009:14-40_FirstOrder_21,-7.0,-6.800000190734863,-10.800000190734863,-12.300000190734863,-16.399999618530273,-22.700000762939453,-44.599998474121094
,crRNA009:14-40_FirstOrder_22,-7.400000095367432,-7.5,-11.5,-13.899999618530273,-14.699999809265137,-20.5,-40.79999923706055
,crRNA009:14-40_FirstOrder_23,-7.699999809265137,-7.699999809265137,-11.5,-11.5,-13.899999618530273,-20.5,-42.70000076293945
,crRNA009:14-40_FirstOrder_24,-8.0,-8.0,-9.899999618530273,-10.199999809265137,-14.399999618530273,-20.5,-42.099998474121094
,crRNA009:14-40_FirstOrder_25,-7.699999809265137,-7.699999809265137,-10.100000381469727,-13.800000190734863,-16.100000381469727,-20.5,-46.099998474121094
,crRNA009:14-40_FirstOrder_26,-7.699999809265137,-7.699999809265137,-10.600000381469727,-13.899999618530273,-14.699999809265137,-20.299999237060547,-42.70000076293945
,crRNA009:14-40_FirstOrder_27,-7.699999809265137,-7.699999809265137,-10.300000190734863,-11.0,-14.0,-18.100000381469727,-42.5
,crRNA015:26-52_FirstOrder_01,-5.400000095367432,-7.0,-8.399999618530273,-12.899999618530273,-15.600000381469727,-21.399999618530273,-53.900001525878906
,crRNA015:26-52_FirstOrder_02,-5.400000095367432,-7.0,-11.100000381469727,-12.899999618530273,-15.600000381469727,-23.200000762939453,-53.900001525878906
,crRNA015:26-52_FirstOrder_03,-5.400000095367432,-7.0,-8.300000190734863,-12.899999618530273,-15.600000381469727,-25.0,-53.900001525878906
,crRNA015:26-52_FirstOrder_04,-5.400000095367432,-7.0,-8.899999618530273,-12.899999618530273,-15.600000381469727,-25.700000762939453,-53.900001525878906
,crRNA015:26-52_FirstOrder_05,-5.400000095367432,-6.900000095367432,-10.699999809265137,-13.899999618530273,-15.600000381469727,-24.299999237060547,-53.900001525878906
,crRNA015:26-52_FirstOrder_06,-7.699999809265137,-8.800000190734863,-10.399999618530273,-15.0,-16.0,-24.5,-53.900001525878906
,crRNA015:26-52_FirstOrder_07,-3.9000000953674316,-4.800000190734863,-8.399999618530273,-12.899999618530273,-15.600000381469727,-23.5,-53.900001525878906
,crRNA015:26-52_FirstOrder_08,-5.599999904632568,-5.599999904632568,-9.899999618530273,-13.399999618530273,-18.5,-29.100000381469727,-55.70000076293945
,crRNA015:26-52_FirstOrder_09,-5.400000095367432,-7.0,-12.100000381469727,-17.399999618530273,-20.100000381469727,-25.899999618530273,-58.400001525878906
,crRNA015:26-52_FirstOrder_10,-3.9000000953674316,-4.800000190734863,-8.399999618530273,-10.300000190734863,-14.600000381469727,-22.5,-52.5
,crRNA015:26-52_FirstOrder_11,-3.9000000953674316,-4.800000190734863,-8.5,-10.399999618530273,-13.899999618530273,-22.399999618530273,-50.400001525878906
,crRNA015:26-52_FirstOrder_12,-8.199999809265137,-9.100000381469727,-12.699999809265137,-14.600000381469727,-17.399999618530273,-24.600000381469727,-53.5
,crRNA015:26-52_FirstOrder_13,-6.699999809265137,-7.099999904632568,-9.300000190734863,-12.899999618530273,-16.0,-25.700000762939453,-54.099998474121094
,crRNA015:26-52_FirstOrder_14,-2.0999999046325684,-3.700000047683716,-8.199999809265137,-9.899999618530273,-14.399999618530273,-22.600000381469727,-49.099998474121094
,crRNA015:26-52_FirstOrder_15,-2.799999952316284,-4.400000095367432,-7.0,-9.5,-14.800000190734863,-22.700000762939453,-52.79999923706055
,crRNA015:26-52_FirstOrder_16,-5.599999904632568,-7.0,-8.399999618530273,-14.300000190734863,-16.700000762939453,-23.200000762939453,-50.79999923706055
,crRNA015:26-52_FirstOrder_17,-6.900000095367432,-7.0,-9.199999809265137,-14.100000381469727,-20.700000762939453,-26.5,-52.099998474121094
,crRNA015:26-52_FirstOrder_18,-5.400000095367432,-7.0,-8.699999809265137,-12.5,-16.200000762939453,-23.200000762939453,-53.5
,crRNA015:26-52_FirstOrder_19,-4.599999904632568,-5.599999904632568,-7.800000190734863,-12.899999618530273,-16.600000381469727,-24.0,-50.099998474121094
,crRNA015:26-52_FirstOrder_20,-3.9000000953674316,-4.900000095367432,-6.800000190734863,-10.600000381469727,-15.699999809265137,-23.899999618530273,-47.70000076293945
,crRNA015:26-52_FirstOrder_21,-4.199999809265137,-5.800000190734863,-8.300000190734863,-12.800000190734863,-15.600000381469727,-23.5,-50.0
,crRNA015:26-52_FirstOrder_22,-7.400000095367432,-7.400000095367432,-9.699999809265137,-14.600000381469727,-17.5,-26.399999618530273,-51.70000076293945
,crRNA015:26-52_FirstOrder_23,-5.400000095367432,-7.0,-9.899999618530273,-12.899999618530273,-15.600000381469727,-23.600000381469727,-51.70000076293945
,crRNA015:26-52_FirstOrder_24,-3.9000000953674316,-4.800000190734863,-8.899999618530273,-12.899999618530273,-16.200000762939453,-23.600000381469727,-54.29999923706055
,crRNA015:26-52_FirstOrder_25,-6.099999904632568,-7.0,-8.300000190734863,-12.800000190734863,-18.899999618530273,-26.700000762939453,-57.5
,crRNA015:26-52_FirstOrder_26,-4.300000190734863,-4.300000190734863,-8.0,-9.399999618530273,-15.600000381469727,-21.799999237060547,-51.400001525878906
,crRNA015:26-52_FirstOrder_27,-4.599999904632568,-5.900000095367432,-8.100000381469727,-9.5,-12.399999618530273,-19.899999618530273,-49.29999923706055
,crRNA016:27-53_FirstOrder_01,-3.799999952316284,-5.400000095367432,-11.800000190734863,-15.199999809265137,-20.100000381469727,-29.899999618530273,-56.20000076293945
,crRNA016:27-53_FirstOrder_02,-3.4000000953674316,-5.400000095367432,-9.5,-12.899999618530273,-16.799999237060547,-21.700000762939453,-53.900001525878906
,crRNA016:27-53_FirstOrder_03,-4.599999904632568,-5.400000095367432,-9.699999809265137,-13.100000381469727,-17.0,-21.899999618530273,-54.099998474121094
,crRNA016:27-53_FirstOrder_04,-3.4000000953674316,-5.400000095367432,-9.5,-15.399999618530273,-22.200000762939453,-27.600000381469727,-57.79999923706055
,crRNA016:27-53_FirstOrder_05,-3.5999999046325684,-5.400000095367432,-9.600000381469727,-13.600000381469727,-19.899999618530273,-26.799999237060547,-55.29999923706055
,crRNA016:27-53_FirstOrder_06,-4.199999809265137,-5.400000095367432,-9.5,-12.899999618530273,-16.100000381469727,-23.700000762939453,-53.900001525878906
,crRNA016:27-53_FirstOrder_07,-4.900000095367432,-5.699999809265137,-10.199999809265137,-13.899999618530273,-21.5,-30.200000762939453,-56.400001525878906
,crRNA016:27-53_FirstOrder_08,-3.700000047683716,-3.700000047683716,-9.5,-12.899999618530273,-16.100000381469727,-23.700000762939453,-53.900001525878906
,crRNA016:27-53_FirstOrder_09,-4.5,-5.599999904632568,-9.699999809265137,-14.0,-20.799999237060547,-29.5,-55.70000076293945
,crRNA016:27-53_FirstOrder_10,-3.700000047683716,-5.400000095367432,-14.0,-17.399999618530273,-20.600000381469727,-25.899999618530273,-58.400001525878906
,crRNA016:27-53_FirstOrder_11,-4.0,-4.0,-9.0,-12.199999809265137,-16.600000381469727,-22.600000381469727,-53.900001525878906
,crRNA016:27-53_FirstOrder_12,-3.700000047683716,-3.700000047683716,-8.899999618530273,-11.0,-17.5,-22.5,-53.099998474121094
,crRNA016:27-53_FirstOrder_13,-6.0,-6.099999904632568,-14.899999618530273,-17.0,-22.5,-28.5,-55.900001525878906
,crRNA016:27-53_FirstOrder_14,-6.0,-6.0,-11.300000190734863,-14.699999809265137,-18.899999618530273,-23.799999237060547,-55.70000076293945
,crRNA016:27-53_FirstOrder_15,-0.6000000238418579,-1.5,-7.099999904632568,-9.5,-14.5,-20.200000762939453,-49.099998474121094
,crRNA016:27-53_FirstOrder_16,-2.5,-2.5,-8.600000381469727,-10.699999809265137,-14.600000381469727,-21.899999618530273,-51.400001525878906
,crRNA016:27-53_FirstOrder_17,-5.599999904632568,-5.599999904632568,-10.899999618530273,-14.300000190734863,-18.799999237060547,-24.0,-50.79999923706055
,crRNA016:27-53_FirstOrder_18,-6.900000095367432,-6.900000095367432,-9.300000190734863,-15.600000381469727,-21.200000762939453,-27.200000762939453,-54.20000076293945
,crRNA016:27-53_FirstOrder_19,-3.5999999046325684,-5.400000095367432,-9.100000381469727,-12.5,-17.100000381469727,-23.700000762939453,-53.5
,crRNA016:27-53_FirstOrder_20,-4.400000095367432,-4.400000095367432,-7.599999904632568,-12.899999618530273,-17.100000381469727,-24.200000762939453,-52.20000076293945
,crRNA016:27-53_FirstOrder_21,-3.700000047683716,-3.700000047683716,-7.099999904632568,-10.600000381469727,-17.100000381469727,-23.700000762939453,-51.599998474121094
,crRNA016:27-53_FirstOrder_22,-5.400000095367432,-5.400000095367432,-10.699999809265137,-14.100000381469727,-17.700000762939453,-25.700000762939453,-53.5
,crRNA016:27-53_FirstOrder_23,-3.799999952316284,-5.400000095367432,-9.5,-12.899999618530273,-17.100000381469727,-24.100000381469727,-51.099998474121094
,crRNA016:27-53_FirstOrder_24,-4.400000095367432,-5.400000095367432,-9.699999809265137,-12.899999618530273,-17.100000381469727,-23.899999618530273,-51.70000076293945
,crRNA016:27-53_FirstOrder_25,-3.700000047683716,-4.400000095367432,-9.5,-12.899999618530273,-17.299999237060547,-23.899999618530273,-56.5
,crRNA016:27-53_FirstOrder_26,-4.400000095367432,-5.0,-9.5,-12.899999618530273,-17.0,-24.600000381469727,-53.79999923706055
,crRNA016:27-53_FirstOrder_27,-3.700000047683716,-5.400000095367432,-7.599999904632568,-10.300000190734863,-16.100000381469727,-21.799999237060547,-51.20000076293945
,crRNA017:30-56_FirstOrder_01,-3.700000047683716,-3.700000047683716,-7.800000190734863,-10.100000381469727,-19.600000381469727,-24.700000762939453,-52.599998474121094
,crRNA017:30-56_FirstOrder_02,-3.700000047683716,-6.199999809265137,-7.800000190734863,-12.100000381469727,-19.700000762939453,-27.0,-53.5
,crRNA017:30-56_FirstOrder_03,-3.700000047683716,-4.5,-7.400000095367432,-11.100000381469727,-19.700000762939453,-24.799999237060547,-52.70000076293945
,crRNA017:30-56_FirstOrder_04,-3.5999999046325684,-6.599999904632568,-11.600000381469727,-15.199999809265137,-22.700000762939453,-30.100000381469727,-56.20000076293945
,crRNA017:30-56_FirstOrder_05,-2.5999999046325684,-6.800000190734863,-9.300000190734863,-12.899999618530273,-19.399999618530273,-24.5,-53.900001525878906
,crRNA017:30-56_FirstOrder_06,-2.5,-6.699999809265137,-9.5,-13.100000381469727,-19.600000381469727,-24.700000762939453,-54.099998474121094
,crRNA017:30-56_FirstOrder_07,-2.5999999046325684,-6.800000190734863,-10.0,-14.800000190734863,-24.799999237060547,-29.899999618530273,-57.79999923706055
,crRNA017:30-56_FirstOrder_08,-3.0999999046325684,-7.300000190734863,-9.300000190734863,-12.899999618530273,-19.100000381469727,-25.799999237060547,-53.900001525878906
,crRNA017:30-56_FirstOrder_09,-4.699999809265137,-8.899999618530273,-9.800000190734863,-12.899999618530273,-18.600000381469727,-26.5,-53.900001525878906
,crRNA017:30-56_FirstOrder_10,-8.300000190734863,-8.300000190734863,-10.399999618530273,-14.699999809265137,-17.899999618530273,-28.5,-54.099998474121094
,crRNA017:30-56_FirstOrder_11,-4.099999904632568,-7.199999809265137,-12.199999809265137,-15.800000190734863,-19.399999618530273,-30.600000381469727,-56.79999923706055
,crRNA017:30-56_FirstOrder_12,-3.700000047683716,-6.800000190734863,-10.100000381469727,-13.699999809265137,-19.899999618530273,-25.200000762939453,-54.70000076293945
,crRNA017:30-56_FirstOrder_13,-5.699999809265137,-8.800000190734863,-13.800000190734863,-17.399999618530273,-21.399999618530273,-28.899999618530273,-58.400001525878906
,crRNA017:30-56_FirstOrder_14,-3.700000047683716,-7.599999904632568,-8.5,-12.899999618530273,-18.399999618530273,-25.200000762939453,-53.900001525878906
,crRNA017:30-56_FirstOrder_15,-5.099999904632568,-9.300000190734863,-10.199999809265137,-12.800000190734863,-17.799999237060547,-26.299999237060547,-51.70000076293945
,crRNA017:30-56_FirstOrder_16,-9.300000190734863,-13.5,-14.399999618530273,-17.0,-22.0,-29.5,-55.900001525878906
,crRNA017:30-56_FirstOrder_17,-4.400000095367432,-5.5,-8.100000381469727,-10.800000190734863,-16.100000381469727,-24.700000762939453,-50.79999923706055
,crRNA017:30-56_FirstOrder_18,-0.800000011920929,-2.299999952316284,-9.0,-9.5,-14.899999618530273,-24.100000381469727,-49.099998474121094
,crRNA017:30-56_FirstOrder_19,-2.5,-2.5,-9.0,-10.699999809265137,-15.600000381469727,-24.100000381469727,-51.400001525878906
,crRNA017:30-56_FirstOrder_20,-3.5,-7.400000095367432,-9.199999809265137,-12.600000381469727,-17.5,-25.200000762939453,-50.099998474121094
,crRNA017:30-56_FirstOrder_21,-2.9000000953674316,-4.300000190734863,-9.300000190734863,-11.399999618530273,-17.5,-25.200000762939453,-50.900001525878906
,crRNA017:30-56_FirstOrder_22,-3.5999999046325684,-6.800000190734863,-9.600000381469727,-12.5,-19.5,-25.5,-53.5
,crRNA017:30-56_FirstOrder_23,-4.400000095367432,-6.800000190734863,-9.5,-12.899999618530273,-17.5,-27.0,-53.5
,crRNA017:30-56_FirstOrder_24,-3.700000047683716,-6.800000190734863,-8.199999809265137,-10.600000381469727,-20.100000381469727,-25.399999618530273,-51.599998474121094
,crRNA017:30-56_FirstOrder_25,-3.700000047683716,-6.800000190734863,-9.199999809265137,-12.800000190734863,-19.700000762939453,-25.399999618530273,-51.29999923706055
,crRNA017:30-56_FirstOrder_26,-3.700000047683716,-6.800000190734863,-9.300000190734863,-12.899999618530273,-19.700000762939453,-24.799999237060547,-52.400001525878906
,crRNA017:30-56_FirstOrder_27,-3.700000047683716,-6.800000190734863,-9.300000190734863,-12.899999618530273,-19.700000762939453,-25.200000762939453,-52.5
,crRNA018:31-57_FirstOrder_01,-3.700000047683716,-5.199999809265137,-8.600000381469727,-13.300000190734863,-16.899999618530273,-24.799999237060547,-54.29999923706055
,crRNA018:31-57_FirstOrder_02,-5.099999904632568,-4.900000095367432,-7.199999809265137,-13.600000381469727,-20.799999237060547,-30.399999618530273,-58.900001525878906
,crRNA018:31-57_FirstOrder_03,-3.700000047683716,-3.700000047683716,-5.800000190734863,-10.100000381469727,-16.100000381469727,-25.200000762939453,-52.70000076293945
,crRNA018:31-57_FirstOrder_04,-3.700000047683716,-3.700000047683716,-5.900000095367432,-11.199999809265137,-17.100000381469727,-24.799999237060547,-55.900001525878906
,crRNA018:31-57_FirstOrder_05,-6.800000190734863,-9.300000190734863,-12.699999809265137,-17.399999618530273,-21.0,-28.899999618530273,-58.400001525878906
,crRNA018:31-57_FirstOrder_06,-9.300000190734863,-9.100000381469727,-9.100000381469727,-12.899999618530273,-16.700000762939453,-25.299999237060547,-53.900001525878906
,crRNA018:31-57_FirstOrder_07,-7.800000190734863,-7.599999904632568,-8.199999809265137,-12.899999618530273,-16.700000762939453,-24.700000762939453,-53.900001525878906
,crRNA018:31-57_FirstOrder_08,-9.100000381469727,-8.899999618530273,-8.899999618530273,-13.100000381469727,-16.899999618530273,-26.0,-53.900001525878906
,crRNA018:31-57_FirstOrder_09,-7.300000190734863,-7.099999904632568,-8.199999809265137,-12.899999618530273,-16.5,-25.799999237060547,-53.900001525878906
,crRNA018:31-57_FirstOrder_10,-6.800000190734863,-6.599999904632568,-8.199999809265137,-12.899999618530273,-16.5,-25.200000762939453,-53.900001525878906
,crRNA018:31-57_FirstOrder_11,-6.800000190734863,-6.599999904632568,-9.199999809265137,-13.600000381469727,-21.100000381469727,-30.899999618530273,-58.20000076293945
,crRNA018:31-57_FirstOrder_12,-6.800000190734863,-6.599999904632568,-8.199999809265137,-12.899999618530273,-16.5,-25.200000762939453,-53.900001525878906
,crRNA018:31-57_FirstOrder_13,-8.300000190734863,-8.100000381469727,-9.100000381469727,-14.699999809265137,-21.100000381469727,-29.700000762939453,-57.5
,crRNA018:31-57_FirstOrder_14,-7.0,-6.800000190734863,-8.300000190734863,-12.899999618530273,-16.5,-26.399999618530273,-53.900001525878906
,crRNA018:31-57_FirstOrder_15,-7.599999904632568,-7.400000095367432,-7.400000095367432,-12.899999618530273,-16.5,-25.200000762939453,-53.900001525878906
,crRNA018:31-57_FirstOrder_16,-9.300000190734863,-9.100000381469727,-9.100000381469727,-12.800000190734863,-17.700000762939453,-26.299999237060547,-54.099998474121094
,crRNA018:31-57_FirstOrder_17,-9.699999809265137,-9.5,-12.5,-16.0,-22.600000381469727,-29.0,-56.29999923706055
